wavelength,fbi,fbiba,silica
300.0,0.0004752518511176844,0.00041250524028303356,0.000954816586086016
301.0,0.0004646506094691452,0.00040912630434832925,0.0009330623520713497
302.0,0.0004532138260229571,0.00040055043233116653,0.0009077678565762301
303.0,0.00044171811859028295,0.0003939167500861352,0.0008849995363141089
304.0,0.0004288209629543999,0.00038881255265087145,0.0008590347489421716
305.0,0.0004192594929489821,0.0003817657879035518,0.0008387220784378931
306.0,0.00041025696651946934,0.00037710944066796884,0.000819074871193071
307.0,0.0004024510046435279,0.0003734678539049092,0.0008025911052674177
308.0,0.0003959367827160713,0.0003687430391473195,0.0007851375611489261
309.0,0.0003875495838018501,0.0003663132373695676,0.0007719220751447383
310.0,0.0003800088198469338,0.000360858309149997,0.0007598956986778885
311.0,0.00037394918484115144,0.00035599357113566565,0.000748718796522253
312.0,0.00036672344996597594,0.0003512950079975956,0.0007346194262441978
313.0,0.0003609795215334379,0.0003472155067408098,0.0007221625938834512
314.0,0.0003440439262760817,0.0003344941737913659,0.0006866869287324963
315.0,0.0003289311739931976,0.0003213222748036694,0.0006563973537921631
316.0,0.00031133355317876523,0.00030625396815936966,0.000620372952042401
317.0,0.00029724652806404045,0.0002919441344166764,0.0005912422117077135
318.0,0.00027922062648858865,0.0002794423930868113,0.0005579945302361327
319.0,0.0002649267407790915,0.00026764811319290486,0.000531238720178915
320.0,0.00024880541130306317,0.0002531785844698082,0.0005040379959692501
321.0,0.00023664967793945847,0.00024192492453982235,0.00048082291698340305
322.0,0.00022398209855286358,0.0002316462815124637,0.0004544110129550194
323.0,0.0002123956757607348,0.0002220638388485856,0.0004331703682461339
324.0,0.00020094899252212214,0.0002120801606985419,0.00041340542476899563
325.0,0.00019240307219762733,0.00020546336162885698,0.00039875905736029647
326.0,0.00018590218075649692,0.00020113192193658638,0.00038516037975796596
327.0,0.00019069792221819383,0.00020618994294979977,0.00039547135942388296
328.0,0.00019609305538427247,0.0002176376530208746,0.0004093315123099722
329.0,0.00020200698802784573,0.00023211937978818143,0.0004271097359197698
330.0,0.00021068581426692717,0.00024776457549997323,0.00045410963733515103
331.0,0.00022186570601297786,0.0002591985478297091,0.00048281654780721876
332.0,0.0002336882916941994,0.00027437685849584733,0.0005185899465564951
333.0,0.00024386553820629015,0.0002872933461940338,0.0005496369034297262
334.0,0.0002555919916412125,0.0003025314690817092,0.0005852303897602093
335.0,0.00026410163782816717,0.0003092274587467664,0.0006155475811829806
336.0,0.0002732242970745397,0.0003219549670158307,0.000641917227123893
337.0,0.0002793528560816092,0.0003315138391336455,0.0006579583133228444
338.0,0.000283484153318612,0.0003392542467386633,0.0006700165666024751
339.0,0.0002837225779678993,0.00034180542380591217,0.0006745517668733316
340.0,0.00028003001806294156,0.0003398564246556723,0.0006697807852816416
341.0,0.00027534312063442817,0.0003349407847140886,0.000660163775228566
342.0,0.00026921207202121837,0.0003241454608683868,0.0006391971753561845
343.0,0.00026100968104499154,0.0003150051698836324,0.0006146697050772327
344.0,0.00024759239925051745,0.000306527743405228,0.0005789508574857039
345.0,0.00023771048165763508,0.0002970167064431834,0.0005492458444216061
346.0,0.0002270699447808417,0.00028842982549856164,0.0005148760863330575
347.0,0.00021887701664868904,0.00028048381474533814,0.000490445347316348
348.0,0.00021310753706091294,0.00028022579758889564,0.00046659511421697495
349.0,0.00021220718747028654,0.00027954071273249655,0.00045484361376986774
350.0,0.00021213561123696768,0.00028162983976703064,0.0004507867625402132
351.0,0.00021581806078214491,0.00028673944505073524,0.00045416048129427955
352.0,0.00022379099630731754,0.0002975237172602333,0.0004669875424864632
353.0,0.00023309656428901446,0.00030968619384124236,0.00048327082370121243
354.0,0.00024739948499518673,0.0003279681914044828,0.0005081477730595488
355.0,0.0002588554013607381,0.0003413621199527173,0.0005305008095881378
356.0,0.0002703941681624754,0.0003548631477297907,0.0005524416104037332
357.0,0.0002829826371508775,0.00037327674962244796,0.0005730491845329757
358.0,0.00029299697647421427,0.0003868003250040073,0.0005843464651093565
359.0,0.0002997049535035552,0.0003981136064945562,0.0005938869993010265
360.0,0.00030453012615780546,0.0004086212291946395,0.0005966156374758535
361.0,0.00030738471391540467,0.00041723333685685207,0.0005962088973019983
362.0,0.0003054100944590205,0.000422707424109411,0.0005937652931382529
363.0,0.0003053364661237071,0.0004313450820618473,0.000588007832542406
364.0,0.0003023936134927693,0.0004364186555116167,0.0005780177685448363
365.0,0.00029749928767615005,0.00044074682841685844,0.0005657724677018981
366.0,0.0002914787813223157,0.00044417065584764114,0.0005502080120682914
367.0,0.00028557643157924354,0.00044426282242919745,0.0005369444923680191
368.0,0.0002802548490474652,0.00044779175182230765,0.0005225782996000349
369.0,0.00027627881084830156,0.0004541552488385939,0.0005126557788225649
370.0,0.00027645766962932955,0.00046062466430671107,0.0005076551134886016
371.0,0.00027398420037594165,0.0004737506070577521,0.0005057499209829836
372.0,0.0002752716896781603,0.000496325664363765,0.0005076025956655363
373.0,0.00027684631102717984,0.0005187851123607932,0.0005098412842508485
374.0,0.0002791826931579602,0.0005519742941437333,0.0005158942677298247
375.0,0.0002828011115646571,0.0005911654264118393,0.000519690785051904
376.0,0.00028559675258941835,0.0006351859756071188,0.0005247356386366792
377.0,0.000289949280533277,0.0007060382200688778,0.0005328478830449488
378.0,0.00029497044162959057,0.0007775972080493346,0.0005419424199185853
379.0,0.00029911157988988396,0.0008878708525183021,0.0005557481430364175
380.0,0.0003020405866593244,0.0009969189980801223,0.0005673184300236573
381.0,0.0003043740441790175,0.0011274570452442913,0.0005825566967956902
382.0,0.0003078323548699131,0.0013029257865682597,0.0006021104746519834
383.0,0.00030907636584472103,0.0014837409149093417,0.0006250788160037542
384.0,0.00031412131408248533,0.0017301286828206451,0.000661738986731443
385.0,0.00031886460324825785,0.0019785620648178383,0.0007024816654275045
386.0,0.0003247892174996646,0.002291095641759832,0.0007595870109569301
387.0,0.0003331486887985169,0.0025872406358673585,0.0008127538963284494
388.0,0.00034305226836315016,0.002952539275428588,0.000874316804186213
389.0,0.00035165828728391077,0.003286291957896132,0.0009307029756303246
390.0,0.000359359352405804,0.003686217798494231,0.000990166720587163
391.0,0.00036458335456604116,0.004046284724097908,0.0010359507104622443
392.0,0.0003711000606547912,0.004461232223384042,0.0010830370378433862
393.0,0.0003757079952071918,0.004805922266734467,0.0011175071995891477
394.0,0.00037913205027439875,0.0052005710847103405,0.0011475477087521343
395.0,0.0003820624614065309,0.005513762371446019,0.0011659242292963688
396.0,0.00038564896433880975,0.005812937434840942,0.001171947574348472
397.0,0.0003876821356528884,0.006130678556831226,0.0011640274452765348
398.0,0.0003895584545848841,0.006364328457499555,0.001142744701531828
399.0,0.00038899392602215644,0.006618202840327129,0.0011029607236806816
400.0,0.000385179054428464,0.0068096689840206415,0.00106107036768994
401.0,0.00038073790321876776,0.0069785003939447435,0.0010158213424009328
402.0,0.0003761993399775819,0.007154369586520984,0.0009569459595850592
403.0,0.0003719657487098197,0.0072824624035845035,0.0009086061638502317
404.0,0.00036818667534375526,0.007422727137564275,0.0008536549003037331
405.0,0.0003650353805363586,0.007537466453200749,0.0008105000018011389
406.0,0.0003623727431156479,0.0076503813769003325,0.0007701960346579477
407.0,0.00036264612843882966,0.007785851545003129,0.0007281822379227706
408.0,0.00036339479108012855,0.007906045511263572,0.0006987280698145771
409.0,0.000365132703394151,0.008050404151311228,0.000674353214822965
410.0,0.00036802469177838425,0.008179026099458048,0.0006596831944787082
411.0,0.00037244010152506074,0.00831406427716783,0.0006549113382596189
412.0,0.0003822113450543186,0.008476954960888152,0.0006620300553468233
413.0,0.0003946332172726733,0.008612552273050252,0.0006766903397737578
414.0,0.0004136222881631893,0.00877112167893595,0.0007030142627363177
415.0,0.00042964117940608377,0.008902870343432196,0.0007289588110010284
416.0,0.00044774811592922096,0.009026938921189226,0.0007575768001892024
417.0,0.0004675868050488428,0.009158249918862016,0.0007920424453291474
418.0,0.0004844731601056336,0.009241812728783397,0.0008191738743299952
419.0,0.00050412847478803,0.009323355307711768,0.000843416177704038
420.0,0.0005159115812970492,0.009360666747038067,0.0008599168676358441
421.0,0.0005234864046393811,0.009381611022096004,0.0008706739710788522
422.0,0.0005300811019076081,0.009367084797639091,0.0008744436959416797
423.0,0.0005335632319767556,0.00933184019494491,0.0008731742920654712
424.0,0.0005359167039788394,0.009262353721847381,0.000862495041030237
425.0,0.0005343301231926604,0.00918689534792849,0.0008479582605846383
426.0,0.000530637186538702,0.009090055929810858,0.0008296327227445349
427.0,0.0005255856295047923,0.008965320686381012,0.0008024991743817382
428.0,0.0005212699705476802,0.00884658138968315,0.0007772680368312859
429.0,0.0005186738376236551,0.00870244368816496,0.0007464492619231279
430.0,0.0005181491021962854,0.00857826077868019,0.0007222828091094505
431.0,0.0005201400220780841,0.008457201535438549,0.0007011824759853241
432.0,0.0005264477440209487,0.008322476948760654,0.0006837757528888258
433.0,0.0005381544826686451,0.008218449670600007,0.0006742443635223726
434.0,0.0005549821469369737,0.008113779416429105,0.0006704661692840603
435.0,0.0005757213760107466,0.008027522558580663,0.0006720368041628213
436.0,0.000605960875482061,0.0079328850709909,0.0006772393578708389
437.0,0.000634883951618373,0.007863533372347296,0.000685721325072893
438.0,0.0006675156330450247,0.007796726797180843,0.0006963991058230004
439.0,0.0007108496425020368,0.007735619290312121,0.0007136387155843854
440.0,0.0007502151876435261,0.007688934473882913,0.000728807191231585
441.0,0.0007927397970000946,0.007646571409851498,0.0007457142479710914
442.0,0.0008457686619567339,0.007594643562052012,0.0007654236738522461
443.0,0.0008962034620578508,0.007552267967543562,0.0007810511137428921
444.0,0.0009577764274602494,0.007505809151239891,0.0007923837786933019
445.0,0.00101311184785117,0.007462811382674465,0.0007997863259270688
446.0,0.0010706902923470246,0.007415259092384379,0.000806307296984809
447.0,0.0011446278465593852,0.007356802873148786,0.0008065085899087311
448.0,0.001208694193531058,0.007305835080712392,0.0008029379268730744
449.0,0.0012951989563754036,0.007232110751983846,0.0007983526894457619
450.0,0.0013762277503598253,0.0071651964471919315,0.000792628725051358
451.0,0.0014616813086972581,0.007096749953716442,0.0007868791356675803
452.0,0.0015724382484190152,0.007007146990152683,0.0007770007019310679
453.0,0.0016699587189606716,0.006930046098079742,0.0007707054606252362
454.0,0.001778825022386926,0.006789367894051921,0.0007565344150608567
455.0,0.0018773326387552,0.006674727450629863,0.0007430261876703172
456.0,0.0019817207581283385,0.006552984982799898,0.0007268166720068623
457.0,0.0021108879162838245,0.006407072636075687,0.0007078223900125216
458.0,0.0022238265309845137,0.006280530101077296,0.0006929901334794653
459.0,0.002366496128376488,0.0061319830581747,0.0006729404141347074
460.0,0.0024883549154029426,0.006007183254663798,0.0006590633097820419
461.0,0.0026216492914958485,0.00587492676519203,0.0006463124343259796
462.0,0.002775756092184324,0.005724609700903695,0.0006294476882270599
463.0,0.0029058237958226527,0.005594994162944131,0.0006131663281387959
464.0,0.003043787970482787,0.005463638680797335,0.000593580661361293
465.0,0.003178283065780361,0.005335456066333914,0.0005697162361224051
466.0,0.0033381365678459302,0.005177842092946383,0.0005401501507849898
467.0,0.0034925701775141422,0.005082815382959227,0.0005162018998500136
468.0,0.00364871261751605,0.004985333145002234,0.0004933995773053837
469.0,0.003832396288657999,0.004874327560825807,0.00047144572301752505
470.0,0.003989491415768527,0.004780731009618049,0.00045596194354306904
471.0,0.004151836467330142,0.0046883756558123105,0.00044022247595869107
472.0,0.0043377351032938705,0.004579907658009562,0.0004280234855500871
473.0,0.004505026919705591,0.004490077946386561,0.00041914786960408143
474.0,0.004678201938100218,0.004403330196516396,0.00041445463154603045
475.0,0.0048531079775893955,0.004322672893451913,0.00041778466332514035
476.0,0.0050656018862700256,0.004234872940569917,0.0004289438947190589
477.0,0.005253202733792525,0.0041605330729266145,0.0004439129211766447
478.0,0.005440776584529889,0.004088433223143345,0.00046530285972916385
479.0,0.005666149879915824,0.004008126366127975,0.0004920528337172725
480.0,0.005856174538627076,0.003941380738468236,0.0005140400627265562
481.0,0.006045123112129726,0.0038728484646386504,0.0005343245891547384
482.0,0.006265288308236655,0.003795050549171424,0.0005548929068864356
483.0,0.006450187065360138,0.0037225455171584743,0.0005727685814749068
484.0,0.0066372858878163896,0.0036509253347117893,0.0005909154967207144
485.0,0.006821039155528098,0.003582749482922833,0.0006042460189686545
486.0,0.007026450906545193,0.0035019154321927325,0.0006177194147914345
487.0,0.007192593190382792,0.003428360970081462,0.0006245890991325955
488.0,0.007350281689096407,0.0033502266392243987,0.0006230329872661293
489.0,0.007527951242207074,0.003255418829847199,0.00061399868296905
490.0,0.007671060614812999,0.003172703350632653,0.0005996679623505229
491.0,0.007812198154377978,0.003088806305373629,0.0005816124011336259
492.0,0.007961063159062705,0.0029920419312593986,0.0005572582746560127
493.0,0.008081414581251363,0.0029076698075355964,0.000536374885188927
494.0,0.008201183831087682,0.002823564475486151,0.0005152286293587775
495.0,0.008307878803064352,0.002738900056342815,0.0004959003886511537
496.0,0.008432877574790444,0.002645315664765144,0.0004710490826917877
497.0,0.00853282673925086,0.0025645283725764024,0.0004489704429262936
498.0,0.008628988847308365,0.0024851772666627035,0.0004272533291080881
499.0,0.008736319802976063,0.0023934368115163304,0.000402109667854317
500.0,0.008826462716057703,0.002318386271382144,0.00038182169773304047
501.0,0.00891176270509711,0.0022462033717270866,0.0003633285145726094
502.0,0.009000118401651668,0.002162498397277926,0.00034372188153037627
503.0,0.009073988490024925,0.0020926546873960136,0.00032960197207540894
504.0,0.0091412967210709,0.0020247527947161283,0.00031531280292689825
505.0,0.009208726642815978,0.001960489036890826,0.00030180810671114397
506.0,0.009280537019369834,0.0018884147676222689,0.00029021934062104676
507.0,0.009336033308322384,0.0018272594783683108,0.00028156421159894425
508.0,0.00938383259234778,0.001768184587254398,0.00027556178497332117
509.0,0.009434477905314863,0.0017063475012624003,0.00026905237104555174
510.0,0.009471114195342184,0.0016544903944106077,0.000267121672484189
511.0,0.009499461921016897,0.0016056100518066277,0.00026620882969284853
512.0,0.009526223921580286,0.00155014761824586,0.00026701045947842854
513.0,0.009543936141907475,0.0015045876361680494,0.0002677948611353804
514.0,0.0095533265746266,0.0014613328701608584,0.0002690809433922354
515.0,0.009558024823932565,0.001420151924184926,0.00026983438296489167
516.0,0.009546737067725469,0.0013745417704518733,0.0002698811835546709
517.0,0.009536508279110897,0.0013354176027951371,0.0002714658298293069
518.0,0.009513409439168279,0.0012981547642655464,0.0002742298980050795
519.0,0.009488114388547433,0.0012554435360468477,0.0002799277974515346
520.0,0.009459460040925733,0.0012239347648028227,0.00028952788630661846
521.0,0.00943626506922802,0.0011964382017820823,0.000300769834291583
522.0,0.009407358543291777,0.0011677351783263464,0.000316135445850688
523.0,0.009365480993783072,0.0011395658309106141,0.0003325157631258066
524.0,0.009326760820557275,0.0011134688248329416,0.00034907536096709656
525.0,0.009278015251941515,0.0010909342680881888,0.0003619943106626133
526.0,0.009222808103213718,0.0010648660465376603,0.00037495226351595635
527.0,0.009163317227171853,0.001039652886447969,0.0003873311644047618
528.0,0.00908186646348698,0.0010132037919993384,0.00040070959620253647
529.0,0.009011747805054354,0.0009906348743868318,0.00040940786803977854
530.0,0.008927043051700867,0.0009673732493246116,0.00041698677009225114
531.0,0.008836695695029217,0.0009438534561304016,0.0004220091189919619
532.0,0.0087234320763091,0.0009165960144150531,0.00042416191594714115
533.0,0.008622408639343805,0.0008917525816440346,0.00042254302911206876
534.0,0.008511327551644488,0.0008670412982879213,0.00041859653302051437
535.0,0.008394531558003172,0.0008386530664050119,0.00041445060682678556
536.0,0.008253719944167102,0.0008077122151301767,0.00040594345773430714
537.0,0.00812427744648532,0.0007823817745494593,0.0003964606840570163
538.0,0.007995523896768088,0.0007567224635795518,0.00038669662758824327
539.0,0.007841196574251056,0.0007268058082797802,0.00037598534621665193
540.0,0.007706679726900403,0.0007033503012413674,0.0003635300792812356
541.0,0.007569542873236516,0.0006778771824758276,0.00035070639291248933
542.0,0.007429827225298191,0.0006530628562279043,0.0003390232072100935
543.0,0.007271386611008423,0.0006262300785947226,0.0003238757352359566
544.0,0.007135079187744131,0.0006025392144762971,0.00031144660752013365
545.0,0.006998632685967857,0.0005797257852004068,0.00029811454831638176
546.0,0.006857012623943967,0.0005551322902902539,0.0002855625642113345
547.0,0.006712898148666971,0.0005323859168777221,0.0002712051613068521
548.0,0.0065507452154525145,0.0005080206383713707,0.00025285251750047067
549.0,0.006412223218903365,0.0004864169539925067,0.0002380415687458735
550.0,0.006275581096182651,0.00046602582316505626,0.00022269567818910684
551.0,0.006136433897392649,0.0004454126343118674,0.0002105874302970871
552.0,0.006002867165964028,0.00042695375469752826,0.00019866954723431627
553.0,0.005852234828915878,0.00040580364435843287,0.0001889885242593722
554.0,0.0057267619957659536,0.0003897096969685131,0.00018178376550657583
555.0,0.005599208613759955,0.0003758296158834403,0.0001748824692395012
556.0,0.005470774478708843,0.0003606799448920539,0.0001703219701380631
557.0,0.005349444291598662,0.0003492867739932653,0.00016788577589137282
558.0,0.005209826605286833,0.0003356077012891134,0.00016650505642092653
559.0,0.005094683287808414,0.0003253148603578281,0.00016522019582394088
560.0,0.00497938178006759,0.00031350743315046274,0.00016449726684686255
561.0,0.004864789426741625,0.00030492179232916397,0.00016334422879320617
562.0,0.004755147700895492,0.0002954683430009394,0.00016394168464326859
563.0,0.004629025377276249,0.00028621941586820434,0.00016468655036895046
564.0,0.004507408303431145,0.0002788066911652105,0.000162763074807946
565.0,0.004390137265328539,0.0002721748945805701,0.00016168049034073398
566.0,0.004274989630782291,0.00026623791695401,0.0001611560981351338
567.0,0.004162240962432134,0.00025889715609835956,0.00016155759533028932
568.0,0.004041536603121305,0.00024930591791740583,0.00016178080104992156
569.0,0.003939599923430947,0.00024290286038763465,0.00016173675079418138
570.0,0.003835981080991711,0.00023618387088865546,0.0001595296400221263
571.0,0.0037344222569370127,0.00022988289771825536,0.00015573770913350328
572.0,0.003631815004665402,0.00022264175437314426,0.00015150787526038955
573.0,0.003535052683535615,0.00021432716639817955,0.00014730793304481676
574.0,0.0034388093955460383,0.0002052327565272467,0.00014291682143720877
575.0,0.003342872684980195,0.0001966614281474065,0.0001370370390017338
576.0,0.0032317254002332467,0.00018911692979603934,0.00012799364140536843
577.0,0.0031585553563289992,0.0001801072617338552,0.0001255799122491472
578.0,0.0030809112068455125,0.00017287423760082177,0.00012095071000162441
579.0,0.0030059618127326465,0.0001651836459366021,0.0001160453508045381
580.0,0.002933914343514958,0.0001585008298643301,0.00011033875211808079
581.0,0.0028596978743361855,0.00015201288462251959,0.00010614784997695027
582.0,0.0027896702962485285,0.00014572980012502132,0.00010101430876654175
583.0,0.002711018725026189,0.00013796054973375888,9.594939236433435e-05
584.0,0.002644132656302626,0.00013335699871995724,9.328927787120614e-05
585.0,0.002579142977785663,0.00012788639416410233,9.086320892846093e-05
586.0,0.0025141351130499394,0.00012452002965650016,8.824194014479163e-05
587.0,0.002453710318156109,0.00012102117852246915,8.712671743734322e-05
588.0,0.002389757161337019,0.00011730752978494319,8.674032376045163e-05
589.0,0.0023355318816772244,0.00011252305701834425,8.900593151606188e-05
590.0,0.0022828770615858193,0.00010995127931548152,8.823850200074439e-05
591.0,0.0022310526454554025,0.00010557139624309085,8.959346228398409e-05
592.0,0.002178337086434627,0.00010306886764860692,8.961401923657571e-05
593.0,0.0021268390657230847,0.00010330777873673566,8.908007242829796e-05
594.0,0.0020776647041966657,0.00010003510761082874,9.027539605388539e-05
595.0,0.002029980033093105,9.9147043806383e-05,9.088153337247654e-05
596.0,0.001977582286817057,9.808473692412837e-05,9.151334617229534e-05
597.0,0.0019330338516906204,9.654954434021829e-05,9.169839935224745e-05
598.0,0.0018902196162845003,9.496936331487289e-05,9.216846620767891e-05
599.0,0.0018494181870035069,9.516463617505176e-05,9.258711780825999e-05
600.0,0.0018088865218221345,9.505075557578956e-05,9.237113572655407e-05
601.0,0.0017679388846332247,9.338207590959778e-05,9.367336447649613e-05
602.0,0.0017280747466799226,9.048408818570044e-05,9.444152145040702e-05
603.0,0.0016868504638240709,8.879987089104378e-05,9.490329599589641e-05
604.0,0.0016460782267781696,8.965646031718766e-05,9.334971485489181e-05
605.0,0.0016071922989310229,8.884709114117173e-05,9.304163720857747e-05
606.0,0.001560937417228156,8.478754256351126e-05,9.324716816159981e-05
607.0,0.0015226447745803093,8.336689177135078e-05,9.114477632598307e-05
